,ymd,stock_code,pb
874,2026-01-05,002419,1.48
875,2026-01-05,002420,4.66
876,2026-01-05,002421,2.5
877,2026-01-05,002422,1.97
878,2026-01-05,002423,1.45
879,2026-01-05,002425,0.63
880,2026-01-05,002426,3.36
881,2026-01-05,002427,3.8
882,2026-01-05,002428,8.8
883,2026-01-05,002429,1.59
884,2026-01-05,002430,2.41
885,2026-01-05,002431,1.42
886,2026-01-05,002432,1.11
887,2026-01-05,002434,1.49
888,2026-01-05,002436,4.2
889,2026-01-05,002437,3.09
890,2026-01-05,002438,1.8
891,2026-01-05,002439,1.95
892,2026-01-05,002440,0.84
893,2026-01-05,002441,1.08
894,2026-01-05,002442,1.56
895,2026-01-05,002443,0.91
896,2026-01-05,002444,2.22
897,2026-01-05,002445,2.66
898,2026-01-05,002446,1.78
899,2026-01-05,002448,1.34
900,2026-01-05,002449,1.72
901,2026-01-05,002451,3.67
902,2026-01-05,002452,2.01
903,2026-01-05,002453,3.47
904,2026-01-05,002454,1.1
905,2026-01-05,002455,2.62
906,2026-01-05,002456,12.47
907,2026-01-05,002457,1.72
908,2026-01-05,002458,2.21
909,2026-01-05,002459,1.36
910,2026-01-05,002460,1.65
911,2026-01-05,002461,1.95
912,2026-01-05,002462,0.85
913,2026-01-05,002463,6.29
914,2026-01-05,002465,2.23
915,2026-01-05,002466,1.26
916,2026-01-05,002467,4.98
917,2026-01-05,002468,1.84
918,2026-01-05,002469,1.89
919,2026-01-05,002470,2.88
920,2026-01-05,002471,2.09
921,2026-01-05,002472,3.51
922,2026-01-05,002474,2.93
923,2026-01-05,002475,4.91
924,2026-01-05,002476,2.98
925,2026-01-05,002478,0.85
926,2026-01-05,002479,0.97
927,2026-01-05,002480,3.42
928,2026-01-05,002481,2.49
929,2026-01-05,002482,12.7
930,2026-01-05,002483,1.29
931,2026-01-05,002484,3.42
932,2026-01-05,002486,1.87
933,2026-01-05,002487,1.77
934,2026-01-05,002488,2.53
935,2026-01-05,002489,1.82
936,2026-01-05,002490,5.81
937,2026-01-05,002491,2.44
938,2026-01-05,002492,1.19
939,2026-01-05,002493,2.08
940,2026-01-05,002494,1.3
941,2026-01-05,002495,2.04
942,2026-01-05,002497,1.42
943,2026-01-05,002498,1.34
944,2026-01-05,002500,1.25
945,2026-01-05,002501,6.23
946,2026-01-05,002506,6.07
947,2026-01-05,002507,1.81
948,2026-01-05,002508,1.9
949,2026-01-05,002510,2.66
950,2026-01-05,002511,1.61
951,2026-01-05,002512,13.08
952,2026-01-05,002513,-10.7
953,2026-01-05,002514,6.82
954,2026-01-05,002515,2.04
955,2026-01-05,002516,2.1
956,2026-01-05,002517,5.71
957,2026-01-05,002518,3.55
958,2026-01-05,002519,1.74
959,2026-01-05,002520,4.8
960,2026-01-05,002521,1.23
961,2026-01-05,002522,1.64
962,2026-01-05,002523,2.05
963,2026-01-05,002524,7.81
964,2026-01-05,002526,2.35
965,2026-01-05,002527,4.5
966,2026-01-05,002530,7.73
967,2026-01-05,002531,1.46
968,2026-01-05,002532,1.54
969,2026-01-05,002533,1.72
970,2026-01-05,002534,2.26
971,2026-01-05,002535,4.59
972,2026-01-05,002536,2.37
973,2026-01-05,002537,1.71
974,2026-01-05,002538,0.92
975,2026-01-05,002539,1.1
976,2026-01-05,002540,1.41
977,2026-01-05,002541,1.27
978,2026-01-05,002542,3.95
979,2026-01-05,002543,1.77
980,2026-01-05,002544,3.87
981,2026-01-05,002545,1.01
982,2026-01-05,002546,1.22
983,2026-01-05,002547,76.78
984,2026-01-05,002548,2.09
985,2026-01-05,002549,2.2
986,2026-01-05,002550,2.96
987,2026-01-05,002551,1.09
988,2026-01-05,002552,3.95
989,2026-01-05,002553,4.14
990,2026-01-05,002554,1.4
991,2026-01-05,002555,2.89
992,2026-01-05,002556,1.45
993,2026-01-05,002557,2.55
994,2026-01-05,002558,2.6
995,2026-01-05,002559,2.91
996,2026-01-05,002560,1.33
997,2026-01-05,002561,1.62
998,2026-01-05,002562,1.47
999,2026-01-05,002563,1.53
1000,2026-01-05,002564,29.21
1001,2026-01-05,002565,1.71
1002,2026-01-05,002566,1.02
1003,2026-01-05,002567,1.23
1004,2026-01-05,002568,5.74
1005,2026-01-05,002570,3.05
1006,2026-01-05,002571,1.62
1007,2026-01-05,002572,2.32
1008,2026-01-05,002573,0.87
1009,2026-01-05,002574,0.82
1010,2026-01-05,002575,6.55
1011,2026-01-05,002576,2.08
1012,2026-01-05,002577,5.65
1013,2026-01-05,002578,1.9
1014,2026-01-05,002579,2.23
1015,2026-01-05,002580,1.93
1016,2026-01-05,002582,1.14
1017,2026-01-05,002583,4.25
1018,2026-01-05,002584,2.07
1019,2026-01-05,002585,0.65
1020,2026-01-05,002587,3.13
1021,2026-01-05,002588,1.24
1022,2026-01-05,002589,0.81
1023,2026-01-05,002590,2.4
1024,2026-01-05,002591,2.26
1025,2026-01-05,002593,1.82
1026,2026-01-05,002594,6.66
1027,2026-01-05,002595,4.07
1028,2026-01-05,002596,4.29
1029,2026-01-05,002597,1.73
1030,2026-01-05,002598,2.58
1031,2026-01-05,002599,3.45
1032,2026-01-05,002600,3.54
1033,2026-01-05,002601,1.8
1034,2026-01-05,002602,1.72
1035,2026-01-05,002603,2.13
1036,2026-01-05,002605,3.76
1037,2026-01-05,002606,2.45
1038,2026-01-05,002607,31.26
1039,2026-01-05,002608,0.87
1040,2026-01-05,002609,2.38
1041,2026-01-05,002611,3.07
1042,2026-01-05,002612,2.24
1043,2026-01-05,002613,2.26
1044,2026-01-05,002614,0.96
1045,2026-01-05,002615,2.26
1046,2026-01-05,002616,1.4
1047,2026-01-05,002617,2.65
1048,2026-01-05,002622,5.85
1049,2026-01-05,002623,0.97
1050,2026-01-05,002624,3
1051,2026-01-05,002625,10.07
1052,2026-01-05,002626,2.25
1053,2026-01-05,002627,1.17
1054,2026-01-05,002628,1.14
1055,2026-01-05,002629,64.51
1056,2026-01-05,002631,1.58
1057,2026-01-05,002632,2.9
1058,2026-01-05,002633,3.88
1059,2026-01-05,002634,1.9
1060,2026-01-05,002635,1.83
1061,2026-01-05,002636,1.83
1062,2026-01-05,002637,1.21
1063,2026-01-05,002638,1.33
1064,2026-01-05,002639,2.31
1065,2026-01-05,002640,5.4
1066,2026-01-05,002641,0.98
1067,2026-01-05,002642,4.82
1068,2026-01-05,002643,1.42
1069,2026-01-05,002644,2.31
1070,2026-01-05,002645,1.11
1071,2026-01-05,002646,1.65
1072,2026-01-05,002648,2.53
1073,2026-01-05,002649,2.29
1074,2026-01-05,002651,2.53
1075,2026-01-05,002652,5.55
1076,2026-01-05,002653,8.01
1077,2026-01-05,002654,7.03
1078,2026-01-05,002655,7.31
1079,2026-01-05,002657,4.11
1080,2026-01-05,002658,1.74
1081,2026-01-05,002659,1.4
1082,2026-01-05,002660,2.95
1083,2026-01-05,002661,1.36
1084,2026-01-05,002662,1.32
1085,2026-01-05,002663,1.11
1086,2026-01-05,002664,2.11
1087,2026-01-05,002666,1.04
1088,2026-01-05,002667,4.33
1089,2026-01-05,002668,6.06
1090,2026-01-05,002669,0.99
1091,2026-01-05,002670,2.53
1092,2026-01-05,002671,1.53
1093,2026-01-05,002672,1.1
1094,2026-01-05,002673,1.27
1095,2026-01-05,002674,1.23
1096,2026-01-05,002675,2.5
1097,2026-01-05,002676,3.45
1098,2026-01-05,002677,2.9
1099,2026-01-05,002678,1.78
1100,2026-01-05,002679,2.67
1101,2026-01-05,002681,5.6
1102,2026-01-05,002682,1.71
1103,2026-01-05,002683,3.03
1104,2026-01-05,002685,4.69
1105,2026-01-05,002686,1.86
1106,2026-01-05,002687,1.57
1107,2026-01-05,002688,1.51
1108,2026-01-05,002690,5.11
1109,2026-01-05,002691,4.77
1110,2026-01-05,002692,2.86
1111,2026-01-05,002694,7.21
1112,2026-01-05,002695,1.81
1113,2026-01-05,002696,1.29
1114,2026-01-05,002697,1.68
1115,2026-01-05,002698,5.11
1116,2026-01-05,002700,5.22
1117,2026-01-05,002701,1.4
1118,2026-01-05,002702,2.14
1119,2026-01-05,002703,5.6
1120,2026-01-05,002705,1.52
1121,2026-01-05,002706,1.95
1122,2026-01-05,002707,8.49
1123,2026-01-05,002708,3.5
1124,2026-01-05,002709,2.9
1125,2026-01-05,002712,2.42
1126,2026-01-05,002714,2.89
1127,2026-01-05,002715,4.67
1128,2026-01-05,002716,3.27
1129,2026-01-05,002718,1.87
1130,2026-01-05,002719,3.62
1131,2026-01-05,002721,3.29
1132,2026-01-05,002722,1.22
1133,2026-01-05,002723,2.06
1134,2026-01-05,002724,1.35
1135,2026-01-05,002725,3.35
1136,2026-01-05,002726,4.94
1137,2026-01-05,002727,1.01
1138,2026-01-05,002728,2.44
1139,2026-01-05,002729,5.29
1140,2026-01-05,002730,4.8
1141,2026-01-05,002731,1.51
1142,2026-01-05,002732,1.68
1143,2026-01-05,002733,2.26
1144,2026-01-05,002734,1.3
1145,2026-01-05,002735,1.99
1146,2026-01-05,002736,1.23
1147,2026-01-05,002737,2.37
1148,2026-01-05,002738,2.19
1149,2026-01-05,002739,3.55
1150,2026-01-05,002741,4.99
1151,2026-01-05,002743,0.79
1152,2026-01-05,002745,0.97
1153,2026-01-05,002746,1.1
1154,2026-01-05,002747,6.76
1155,2026-01-05,002748,1.31
1156,2026-01-05,002749,3.17
1157,2026-01-05,002752,1.68
1158,2026-01-05,002753,1.04
1159,2026-01-05,002755,3.98
1160,2026-01-05,002756,1.56
1161,2026-01-05,002757,2.36
1162,2026-01-05,002758,1.03
1163,2026-01-05,002759,0.95
1164,2026-01-05,002760,2
1165,2026-01-05,002761,1.56
1166,2026-01-05,002763,1.39
1167,2026-01-05,002765,2.78
1168,2026-01-05,002766,7.34
1169,2026-01-05,002767,2.7
1170,2026-01-05,002768,1.3
1171,2026-01-05,002769,2.26
1172,2026-01-05,002771,6.16
1173,2026-01-05,002772,0.83
1174,2026-01-05,002773,2.14
1175,2026-01-05,002774,2
1176,2026-01-05,002775,10.25
1177,2026-01-05,002777,5.55
1178,2026-01-05,002778,5.88
1179,2026-01-05,002779,18.94
1180,2026-01-05,002780,2.49
1181,2026-01-05,002782,3.48
1182,2026-01-05,002783,1.57
1183,2026-01-05,002785,6.74
1184,2026-01-05,002786,12.78
1185,2026-01-05,002787,1.7
1186,2026-01-05,002788,1.06
1187,2026-01-05,002790,1.48
1188,2026-01-05,002791,1.42
1189,2026-01-05,002792,2.83
1190,2026-01-05,002793,1.95
1191,2026-01-05,002795,3
1192,2026-01-05,002796,3.67
1193,2026-01-05,002797,2.19
1194,2026-01-05,002798,0.86
1195,2026-01-05,002799,1.91
1196,2026-01-05,002800,2.99
1197,2026-01-05,002801,4.01
1198,2026-01-05,002802,3.42
1199,2026-01-05,002803,2.38
1200,2026-01-05,002805,1.79
1201,2026-01-05,002806,2.79
1202,2026-01-05,002807,0.6
1203,2026-01-05,002809,1.1
1204,2026-01-05,002810,1.99
1205,2026-01-05,002811,3.24
1206,2026-01-05,002812,1.2
1207,2026-01-05,002813,8.68
1208,2026-01-05,002815,1.8
1209,2026-01-05,002817,2.12
1210,2026-01-05,002818,1.77
1211,2026-01-05,002819,2.11
1212,2026-01-05,002820,2.58
1213,2026-01-05,002821,1.79
1214,2026-01-05,002823,2.38
1215,2026-01-05,002824,2.82
1216,2026-01-05,002825,1.88
1217,2026-01-05,002826,2.87
1218,2026-01-05,002827,7.76
1219,2026-01-05,002828,2.95
1220,2026-01-05,002829,2.1
1221,2026-01-05,002830,2.74
1222,2026-01-05,002831,2.14
1223,2026-01-05,002832,2.13
1224,2026-01-05,002833,2.56
1225,2026-01-05,002835,4.08
1226,2026-01-05,002836,5.13
1227,2026-01-05,002837,10.63
1228,2026-01-05,002838,1.8
1229,2026-01-05,002839,0.59
1230,2026-01-05,002840,3.22
1231,2026-01-05,002841,2.39
1232,2026-01-05,002842,2.47
1233,2026-01-05,002843,4.79
1234,2026-01-05,002845,1.96
1235,2026-01-05,002846,2.61
1236,2026-01-05,002847,9.1
1237,2026-01-05,002849,2.83
1238,2026-01-05,002850,3.15
1239,2026-01-05,002851,6.34
1240,2026-01-05,002852,1.41
1241,2026-01-05,002853,1.58
1242,2026-01-05,002855,6.86
1243,2026-01-05,002856,3.98
1244,2026-01-05,002857,3.72
1245,2026-01-05,002858,3.57
1246,2026-01-05,002859,3.03
1247,2026-01-05,002860,1.78
1248,2026-01-05,002861,3.27
1249,2026-01-05,002862,9.22
1250,2026-01-05,002863,1.04
1251,2026-01-05,002864,1.85
1252,2026-01-05,002865,3.35
1253,2026-01-05,002866,2.19
1254,2026-01-05,002867,2.25
1255,2026-01-05,002869,2.48
1256,2026-01-05,002870,2.87
1257,2026-01-05,002871,2.73
1258,2026-01-05,002873,2.15
1259,2026-01-05,002875,3.53
1260,2026-01-05,002876,1.99
1261,2026-01-05,002877,2.7
1262,2026-01-05,002878,3.26
1263,2026-01-05,002879,1.96
1264,2026-01-05,002880,2.87
1265,2026-01-05,002881,9.95
1266,2026-01-05,002882,3.42
1267,2026-01-05,002883,2.58
1268,2026-01-05,002884,2.87
1269,2026-01-05,002885,2.56
1270,2026-01-05,002886,2.85
1271,2026-01-05,002887,0.97
1272,2026-01-05,002888,7.2
1273,2026-01-05,002889,2.29
1274,2026-01-05,002890,3
1275,2026-01-05,002891,4.26
1276,2026-01-05,002892,8.17
1277,2026-01-05,002893,2.2
1278,2026-01-05,002895,2.01
1279,2026-01-05,002896,8.42
1280,2026-01-05,002897,3.33
1281,2026-01-05,002899,2.4
1282,2026-01-05,002900,1.48
1283,2026-01-05,002901,4.67
1284,2026-01-05,002902,4.68
1285,2026-01-05,002903,3.36
1286,2026-01-05,002905,64.77
1287,2026-01-05,002906,3
1288,2026-01-05,002907,3.25
1289,2026-01-05,002908,3.7
1290,2026-01-05,002909,2.28
1291,2026-01-05,002910,1.38
1292,2026-01-05,002911,1.71
1293,2026-01-05,002912,3.14
1294,2026-01-05,002913,2.08
1295,2026-01-05,002915,3.15
1296,2026-01-05,002916,4.92
1297,2026-01-05,002917,3.31
1298,2026-01-05,002918,1.25
1299,2026-01-05,002919,5.59
1300,2026-01-05,002920,8.08
1301,2026-01-05,002921,1.6
1302,2026-01-05,002922,2.33
1303,2026-01-05,002923,2.97
1304,2026-01-05,002925,2.58
1305,2026-01-05,002926,0.96
1306,2026-01-05,002927,3.03
1307,2026-01-05,002928,2.57
1308,2026-01-05,002929,2.51
1309,2026-01-05,002930,1.82
1310,2026-01-05,002931,4.65
1311,2026-01-05,002932,0.76
1312,2026-01-05,002933,2.55
1313,2026-01-05,002935,4.42
1314,2026-01-05,002936,0.41
1315,2026-01-05,002937,3.68
1316,2026-01-05,002938,3.12
1317,2026-01-05,002939,1.1
1318,2026-01-05,002940,1.82
1319,2026-01-05,002941,2.32
1320,2026-01-05,002942,1.99
1321,2026-01-05,002943,3.05
1322,2026-01-05,002945,6.7
1323,2026-01-05,002946,4.16
1324,2026-01-05,002947,2.93
1325,2026-01-05,002948,0.64
1326,2026-01-05,002949,2.41
1327,2026-01-05,002950,1.78
1328,2026-01-05,002951,1.43
1329,2026-01-05,002952,4.13
1330,2026-01-05,002953,3.06
1331,2026-01-05,002955,1.71
1332,2026-01-05,002956,2.45
1333,2026-01-05,002957,2.3
1334,2026-01-05,002958,0.47
1335,2026-01-05,002959,2.58
1336,2026-01-05,002960,1.44
1337,2026-01-05,002961,2.37
1338,2026-01-05,002962,2.67
1339,2026-01-05,002963,1.12
1340,2026-01-05,002965,2.41
1341,2026-01-05,002966,0.67
1342,2026-01-05,002967,2.99
1343,2026-01-05,002968,1.68
1344,2026-01-05,002969,1.42
1345,2026-01-05,002970,5.18
1346,2026-01-05,002971,2.91
1347,2026-01-05,002972,2.22
1348,2026-01-05,002973,2.19
1349,2026-01-05,002975,2.92
1350,2026-01-05,002976,3.3
1351,2026-01-05,002977,2.94
1352,2026-01-05,002978,1.86
1353,2026-01-05,002979,8.82
1354,2026-01-05,002980,3.24
1355,2026-01-05,002981,3.27
1356,2026-01-05,002982,1.58
1357,2026-01-05,002983,3.27
1358,2026-01-05,002984,2.05
1359,2026-01-05,002985,2.94
1360,2026-01-05,002986,1.1
1361,2026-01-05,002987,4.05
1362,2026-01-05,002988,2.12
1363,2026-01-05,002989,3.04
1364,2026-01-05,002990,3.1
1365,2026-01-05,002991,4.44
1366,2026-01-05,002992,15.4
1367,2026-01-05,002993,2.28
1368,2026-01-05,002995,4.33
1369,2026-01-05,002996,1.39
1370,2026-01-05,002997,4.05
1371,2026-01-05,002998,1.2
1372,2026-01-05,002999,1.84
1373,2026-01-05,003000,3.91
1374,2026-01-05,003001,4.15
1375,2026-01-05,003002,3.17
1376,2026-01-05,003003,1.39
1377,2026-01-05,003005,4.02
1378,2026-01-05,003006,7.06
1379,2026-01-05,003007,4.25
1380,2026-01-05,003008,1.88
1381,2026-01-05,003009,3.85
1382,2026-01-05,003010,5
1383,2026-01-05,003011,1.13
1384,2026-01-05,003012,0.93
1385,2026-01-05,003013,2.24
1386,2026-01-05,003015,4.45
1387,2026-01-05,003016,1.22
1388,2026-01-05,003017,1.64
1389,2026-01-05,003018,1.59
1390,2026-01-05,003019,2.89
1391,2026-01-05,003020,1.97
1392,2026-01-05,003021,8.62
1393,2026-01-05,003022,2.6
1394,2026-01-05,003023,1.25
1395,2026-01-05,003025,3.04
1396,2026-01-05,003026,6.49
1397,2026-01-05,003027,1.15
1398,2026-01-05,003028,2.58
1399,2026-01-05,003029,4.26
1400,2026-01-05,003030,1.95
1401,2026-01-05,003031,3.75
1402,2026-01-05,003033,2.14
1403,2026-01-05,003035,2.35
1404,2026-01-05,003036,2.04
1405,2026-01-05,003037,1.33
1406,2026-01-05,003038,1.34
1407,2026-01-05,003039,2.95
1408,2026-01-05,003040,4.86
1409,2026-01-05,003041,2.88
1410,2026-01-05,003042,1.59
1411,2026-01-05,003043,2.47
1412,2026-01-05,003816,1.57
1413,2026-01-05,300001,3.78
1414,2026-01-05,300002,4.18
1415,2026-01-05,300003,1.47
1416,2026-01-05,300004,1.76
1417,2026-01-05,300005,2.92
1418,2026-01-05,300006,1.99
1419,2026-01-05,300007,3.27
1420,2026-01-05,300008,3.99
1421,2026-01-05,300009,3.83
1422,2026-01-05,300010,15.58
1423,2026-01-05,300011,3.14
1424,2026-01-05,300012,3.11
1425,2026-01-05,300013,-8.78
1426,2026-01-05,300014,2.49
1427,2026-01-05,300015,6.19
1428,2026-01-05,300016,2.16
1429,2026-01-05,300017,3.53
1430,2026-01-05,300018,2.7
1431,2026-01-05,300019,2.4
1432,2026-01-05,300021,2.05
1433,2026-01-05,300022,5.33
1434,2026-01-05,300024,7.01
1435,2026-01-05,300025,7.26
1436,2026-01-05,300026,1.27
1437,2026-01-05,300027,14.36
1438,2026-01-05,300030,2.91
1439,2026-01-05,300031,2.61
1440,2026-01-05,300032,5.19
1441,2026-01-05,300033,24.57
1442,2026-01-05,300034,3.39
1443,2026-01-05,300035,2.22
1444,2026-01-05,300036,3.31
1445,2026-01-05,300037,2.78
1446,2026-01-05,300039,1.73
1447,2026-01-05,300040,1.25
1448,2026-01-05,300041,1.73
1449,2026-01-05,300042,4.29
1450,2026-01-05,300043,3.16
1451,2026-01-05,300045,8.18
1452,2026-01-05,300046,7.34
1453,2026-01-05,300047,2.9
1454,2026-01-05,300048,3.34
1455,2026-01-05,300049,6.15
1456,2026-01-05,300050,6.94
1457,2026-01-05,300051,10.57
1458,2026-01-05,300053,4.74
1459,2026-01-05,300054,5.73
1460,2026-01-05,300055,0.83
1461,2026-01-05,300056,20.21
1462,2026-01-05,300057,1.02
1463,2026-01-05,300058,3.23
1464,2026-01-05,300059,4.97
1465,2026-01-05,300061,11.94
1466,2026-01-05,300062,2.27
1467,2026-01-05,300063,5.07
1468,2026-01-05,300065,3.76
1469,2026-01-05,300066,1.69
1470,2026-01-05,300067,2.92
1471,2026-01-05,300068,2.54
1472,2026-01-05,300069,6.05
1473,2026-01-05,300070,0.65
1474,2026-01-05,300071,28.11
1475,2026-01-05,300072,1.27
1476,2026-01-05,300073,1.65
1477,2026-01-05,300074,2.65
1478,2026-01-05,300075,2.84
1479,2026-01-05,300076,3.11
1480,2026-01-05,300077,13.41
1481,2026-01-05,300078,8.86
1482,2026-01-05,300079,2.22
1483,2026-01-05,300080,1.43
1484,2026-01-05,300081,3.48
1485,2026-01-05,300082,1.62
1486,2026-01-05,300083,2.18
1487,2026-01-05,300084,2.12
1488,2026-01-05,300085,50.08
1489,2026-01-05,300086,1.78
1490,2026-01-05,300087,5.68
1491,2026-01-05,300088,1.95
1492,2026-01-05,300092,2
1493,2026-01-05,300094,1.64
1494,2026-01-05,300095,1.34
1495,2026-01-05,300098,3.62
1496,2026-01-05,300099,1.98
1497,2026-01-05,300100,5.85
1498,2026-01-05,300101,6.02
1499,2026-01-05,300102,2.41
1500,2026-01-05,300103,3.36
1501,2026-01-05,300105,1.88
1502,2026-01-05,300106,3.74
1503,2026-01-05,300107,3.7
1504,2026-01-05,300109,2.04
1505,2026-01-05,300110,1.39
1506,2026-01-05,300111,6.33
1507,2026-01-05,300112,2.42
1508,2026-01-05,300113,6.9
1509,2026-01-05,300115,3.76
1510,2026-01-05,300118,1
1511,2026-01-05,300119,1.83
1512,2026-01-05,300120,1.77
1513,2026-01-05,300121,1.57
1514,2026-01-05,300122,1.94
1515,2026-01-05,300123,2.54
1516,2026-01-05,300124,6.74
1517,2026-01-05,300126,1.73
1518,2026-01-05,300127,5.82
1519,2026-01-05,300128,7.27
1520,2026-01-05,300129,1.49
1521,2026-01-05,300130,3.05
1522,2026-01-05,300131,5.47
1523,2026-01-05,300132,2.11
1524,2026-01-05,300133,2.64
1525,2026-01-05,300134,2.25
1526,2026-01-05,300135,4.15
1527,2026-01-05,300136,3.49
1528,2026-01-05,300137,1.98
1529,2026-01-05,300138,1.48
1530,2026-01-05,300139,5.02
1531,2026-01-05,300140,1.33
1532,2026-01-05,300141,3.47
1533,2026-01-05,300142,2.03
1534,2026-01-05,300143,4.59
1535,2026-01-05,300144,2.99
1536,2026-01-05,300145,2.91
1537,2026-01-05,300146,1.78
1538,2026-01-05,300148,3.95
1539,2026-01-05,300149,2.54
1540,2026-01-05,300150,2.01
1541,2026-01-05,300151,5.68
1542,2026-01-05,300153,7.88
1543,2026-01-05,300154,2.65
1544,2026-01-05,300155,2.16
1545,2026-01-05,300157,-9.59
1546,2026-01-05,300158,0.8
1547,2026-01-05,300160,1.67
1548,2026-01-05,300161,3.64
1549,2026-01-05,300162,3.31
1550,2026-01-05,300163,2.4
1551,2026-01-05,300164,1.84
1552,2026-01-05,300166,2.53
1553,2026-01-05,300168,8.14
1554,2026-01-05,300169,30.15
1555,2026-01-05,300170,4.5
1556,2026-01-05,300171,1.35
1557,2026-01-05,300172,1.8
1558,2026-01-05,300174,1.76
1559,2026-01-05,300176,2.94
1560,2026-01-05,300177,5.33
1561,2026-01-05,300179,4.17
1562,2026-01-05,300180,2.51
1563,2026-01-05,300181,3.93
1564,2026-01-05,300182,2.27
1565,2026-01-05,300183,2.56
1566,2026-01-05,300184,3.27
1567,2026-01-05,300185,1.44
1568,2026-01-05,300187,3
1569,2026-01-05,300188,3.72
1570,2026-01-05,300189,5.46
1571,2026-01-05,300190,0.7
1572,2026-01-05,300191,3.96
1573,2026-01-05,300192,8.18
1574,2026-01-05,300193,2.05
1575,2026-01-05,300194,1.21
1576,2026-01-05,300195,0.95
1577,2026-01-05,300196,0.98
1578,2026-01-05,300197,1.77
1579,2026-01-05,300199,16.22
1580,2026-01-05,300200,2.37
1581,2026-01-05,300201,3.8
1582,2026-01-05,300203,2.64
1583,2026-01-05,300204,3.45
1584,2026-01-05,300206,3.92
1585,2026-01-05,300207,1.88
1586,2026-01-05,300209,-4.56
1587,2026-01-05,300210,13.25
1588,2026-01-05,300212,7.13
1589,2026-01-05,300213,2.28
1590,2026-01-05,300214,1.2
1591,2026-01-05,300215,2.31
1592,2026-01-05,300217,1.71
1593,2026-01-05,300218,2.54
1594,2026-01-05,300219,1.98
1595,2026-01-05,300220,54.49
1596,2026-01-05,300221,2.38
1597,2026-01-05,300222,5.38
1598,2026-01-05,300223,3.17
1599,2026-01-05,300224,3.05
1600,2026-01-05,300226,4.93
1601,2026-01-05,300227,2.7
1602,2026-01-05,300228,2.01
1603,2026-01-05,300229,6.83
1604,2026-01-05,300230,1.16
1605,2026-01-05,300231,3.53
1606,2026-01-05,300232,1.89
1607,2026-01-05,300233,1.38
1608,2026-01-05,300234,2.03
1609,2026-01-05,300235,4.55
1610,2026-01-05,300236,2.62
1611,2026-01-05,300238,6.2
1612,2026-01-05,300239,1.98
1613,2026-01-05,300240,1.67
1614,2026-01-05,300241,1.81
1615,2026-01-05,300242,9.63
1616,2026-01-05,300243,2.28
1617,2026-01-05,300244,1.61
1618,2026-01-05,300245,3.69
1619,2026-01-05,300246,1.5
1620,2026-01-05,300247,2.92
1621,2026-01-05,300248,2.8
1622,2026-01-05,300249,19.86
1623,2026-01-05,300250,6.67
1624,2026-01-05,300251,11.45
1625,2026-01-05,300252,3.36
1626,2026-01-05,300253,4.64
1627,2026-01-05,300254,3.55
1628,2026-01-05,300255,9.33
1629,2026-01-05,300256,8.23
1630,2026-01-05,300257,1.66
1631,2026-01-05,300258,1.46
1632,2026-01-05,300259,1.42
1633,2026-01-05,300260,5.09
1634,2026-01-05,300261,2.98
1635,2026-01-05,300263,2.01
1636,2026-01-05,300264,51.24
1637,2026-01-05,300265,1.66
1638,2026-01-05,300266,33.88
1639,2026-01-05,300267,1.27
1640,2026-01-05,300269,29.72
1641,2026-01-05,300270,3.93
1642,2026-01-05,300271,2.02
1643,2026-01-05,300272,3
1644,2026-01-05,300274,4.23
1645,2026-01-05,300275,4.76
1646,2026-01-05,300276,7.56
1647,2026-01-05,300277,8.8
1648,2026-01-05,300278,4.88
1649,2026-01-05,300279,3.3
1650,2026-01-05,300281,1.88
1651,2026-01-05,300283,3.03
1652,2026-01-05,300284,1.74
1653,2026-01-05,300285,2.62
1654,2026-01-05,300286,3.23
1655,2026-01-05,300287,8.2
1656,2026-01-05,300288,3.67
1657,2026-01-05,300289,1.58
1658,2026-01-05,300290,17.96
1659,2026-01-05,300291,1.52
1660,2026-01-05,300292,5.42
1661,2026-01-05,300293,8.52
1662,2026-01-05,300294,1.92
1663,2026-01-05,300295,2.67
1664,2026-01-05,300296,2.14
1665,2026-01-05,300298,4.89
1666,2026-01-05,300299,9.15
1667,2026-01-05,300300,14.59
1668,2026-01-05,300302,5.88
1669,2026-01-05,300303,2.95
1670,2026-01-05,300304,2.53
1671,2026-01-05,300305,0.88
1672,2026-01-05,300306,2.26
1673,2026-01-05,300307,2.1
1674,2026-01-05,300308,6.82
1675,2026-01-05,300310,3.59
1676,2026-01-05,300314,2.82
1677,2026-01-05,300315,3.46
1678,2026-01-05,300316,2.41
1679,2026-01-05,300317,1.68
1680,2026-01-05,300318,3.48
1681,2026-01-05,300319,2.48
1682,2026-01-05,300320,2.47
1683,2026-01-05,300321,3.72
1684,2026-01-05,300322,6.49
1685,2026-01-05,300323,1.84
1686,2026-01-05,300324,2.37
1687,2026-01-05,300327,4.86
1688,2026-01-05,300328,5.15
1689,2026-01-05,300329,1.87
1690,2026-01-05,300331,3.26
1691,2026-01-05,300332,1.04
1692,2026-01-05,300333,8.12
1693,2026-01-05,300334,3.22
1694,2026-01-05,300335,1.2
1695,2026-01-05,300337,6.01
1696,2026-01-05,300339,13.94
1697,2026-01-05,300340,20.44
1698,2026-01-05,300341,5.84
1699,2026-01-05,300342,4.79
1700,2026-01-05,300345,4.95
1701,2026-01-05,300346,8.3
1702,2026-01-05,300347,2.29
1703,2026-01-05,300348,6
1704,2026-01-05,300349,1.32
