,htsc_code,exchange,name,time,trade_price,total_qty,buy_qty,sell_qty,total_num,buy_num,sell_num,volume_per_num
0,601686.SH,XSHG,友发集团,2021/1/13 15:15,12,239600,101200,138400,143,63,80,1675.52
1,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.93,227600,118500,109100,206,92,114,1104.85
2,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.86,316008,29835,286173,368,31,337,858.72
3,601686.SH,XSHG,友发集团,2021/1/13 15:15,12.02,41300,29700,11600,33,15,18,1251.52
4,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.95,83800,33500,50300,78,38,40,1074.36
5,601686.SH,XSHG,友发集团,2021/1/13 15:15,12.04,38200,29600,8600,24,13,11,1591.67
6,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.88,864626,435560,429066,900,432,468,960.7
7,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.97,160874,51422,109452,180,62,118,893.74
8,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.9,545837,173600,372237,542,192,350,1007.08
9,601686.SH,XSHG,友发集团,2021/1/13 15:15,12.06,25000,2000,23000,40,5,35,625
10,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.99,107300,54500,52800,102,51,51,1051.96
11,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.92,329744,139944,189800,320,112,208,1030.45
12,601686.SH,XSHG,友发集团,2021/1/13 15:15,12.08,3600,2900,700,7,6,1,514.29
13,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.85,54770,0,54770,76,0,76,720.66
14,601686.SH,XSHG,友发集团,2021/1/13 15:15,12.01,69900,39100,30800,75,34,41,932
15,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.94,127000,48400,78600,116,56,60,1094.83
16,601686.SH,XSHG,友发集团,2021/1/13 15:15,12.1,300,300,0,2,2,0,150
17,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.87,899209,255142,644067,1047,285,762,858.84
18,601686.SH,XSHG,友发集团,2021/1/13 15:15,12.03,8700,3400,5300,12,4,8,725
19,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.96,79300,15200,64100,68,21,47,1166.18
20,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.89,456726,175926,280800,403,175,228,1133.32
21,601686.SH,XSHG,友发集团,2021/1/13 15:15,12.05,27400,3500,23900,18,5,13,1522.22
22,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.98,184400,89348,95052,193,103,90,955.44
23,601686.SH,XSHG,友发集团,2021/1/13 15:15,11.91,315400,99636,215764,282,109,173,1118.44
24,601686.SH,XSHG,友发集团,2021/1/13 15:15,12.07,17700,9800,7900,19,10,9,931.58
25,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.8,132400,66400,66000,131,71,60,1010.69
26,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.16,12800,7200,5600,27,15,12,474.07
27,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.57,35800,17400,18400,37,11,26,967.57
28,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.93,44000,26400,17600,89,66,23,494.38
29,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.34,58500,30200,28300,70,32,38,835.71
30,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.7,26400,5000,21400,34,5,29,776.47
31,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.75,26700,10700,16000,37,14,23,721.62
32,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.11,71800,52000,19800,83,58,25,865.06
33,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.52,110947,18047,92900,103,23,80,1077.16
34,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.88,7400,7300,100,11,10,1,672.73
35,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.29,50900,31500,19400,48,37,11,1060.42
36,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.7,220100,168692,51408,219,139,80,1005.02
37,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.06,276974,159774,117200,301,186,115,920.18
38,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.47,233818,125744,108074,205,101,104,1140.58
39,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.83,12700,5100,7600,25,12,13,508
40,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.24,170700,121900,48800,229,180,49,745.41
41,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.65,102600,73400,29200,90,46,44,1140
42,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.01,27600,12500,15100,29,13,16,951.72
43,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.42,46800,40800,6000,76,65,11,615.79
44,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.78,394235,126545,267690,507,174,333,777.58
45,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.83,29700,26700,3000,21,15,6,1414.29
46,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.19,118300,64800,53500,121,61,60,977.69
47,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.6,431100,138453,292647,345,132,213,1249.57
48,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.96,74700,54100,20600,93,77,16,803.23
49,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.37,36000,30800,5200,56,43,13,642.86
50,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.73,257800,92900,164900,215,56,159,1199.07
51,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.78,80500,48800,31700,89,55,34,904.49
52,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.14,6800,6000,800,17,16,1,400
53,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.55,163700,98035,65665,208,149,59,787.02
54,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.91,31974,8074,23900,36,9,27,888.17
55,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.32,27700,17400,10300,33,21,12,839.39
56,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.73,64600,45200,19400,89,62,27,725.84
57,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.09,148700,116300,32400,179,153,26,830.73
58,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.5,405135,261835,143300,397,247,150,1020.49
59,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.86,14300,13300,1000,9,8,1,1588.89
60,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.27,56000,20200,35800,24,17,7,2333.33
61,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.04,123321,19595,103726,197,31,166,625.99
62,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.68,93800,64800,29000,99,76,23,947.47
63,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.45,89400,66600,22800,75,55,20,1192
64,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.81,16900,7200,9700,24,13,11,704.17
65,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.22,86000,47700,38300,67,35,32,1283.58
66,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.63,111100,83700,27400,104,61,43,1068.27
67,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.99,25600,25600,0,18,18,0,1422.22
68,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.4,77300,48000,29300,122,85,37,633.61
69,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.76,112900,41500,71400,109,34,75,1035.78
70,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.81,25000,2300,22700,30,5,25,833.33
71,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.17,35200,20300,14900,57,31,26,617.54
72,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.58,138190,36890,101300,163,66,97,847.79
73,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.94,87593,44900,42693,125,86,39,700.74
74,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.35,146500,109800,36700,178,104,74,823.03
75,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.71,106335,24700,81635,105,19,86,1012.71
76,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.12,87700,60600,27100,84,70,14,1044.05
77,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.76,1800,300,1500,5,1,4,360
78,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.53,206340,44734,161606,243,91,152,849.14
79,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.89,12300,12300,0,19,19,0,647.37
80,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.3,85000,78600,6400,83,79,4,1024.1
81,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.71,40812,10512,30300,47,16,31,868.34
82,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.07,202000,144874,57126,218,171,47,926.61
83,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.48,167300,96200,71100,223,116,107,750.22
84,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.84,28500,22000,6500,37,30,7,770.27
85,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.25,133800,105600,28200,153,121,32,874.51
86,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.66,101000,49900,51100,93,49,44,1086.02
87,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.02,18574,12400,6174,23,9,14,807.57
88,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.79,204000,151100,52900,307,255,52,664.5
89,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.43,11100,11100,0,9,9,0,1233.33
90,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.84,47100,46800,300,26,25,1,1811.54
91,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.2,223470,161270,62200,229,168,61,975.85
92,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.61,325800,128000,197800,337,178,159,966.77
93,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.97,37500,30900,6600,45,36,9,833.33
94,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.38,100774,68774,32000,118,80,38,854.02
95,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.74,110100,42900,67200,156,82,74,705.77
96,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.79,57644,25900,31744,63,33,30,914.98
97,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.15,36200,36200,0,33,33,0,1096.97
98,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.56,111100,89500,21600,123,89,34,903.25
99,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.92,67400,30700,36700,69,36,33,976.81
100,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.33,32900,22200,10700,34,15,19,967.65
101,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.69,2700,0,2700,2,0,2,1350
102,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.74,5600,5300,300,9,8,1,622.22
103,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.1,148000,117500,30500,121,86,35,1223.14
104,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.87,9200,4200,5000,12,7,5,766.67
105,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.51,78230,48930,29300,131,92,39,597.18
106,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.28,31900,31700,200,44,43,1,725
107,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.69,147700,83300,64400,129,79,50,1144.96
108,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.05,404370,182859,221511,395,203,192,1023.72
109,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.46,57500,32300,25200,85,43,42,676.47
110,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.82,16900,11700,5200,26,20,6,650
111,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.23,172600,99500,73100,160,99,61,1078.75
112,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.64,44800,36200,8600,43,32,11,1041.86
113,601686.SH,XSHG,友发集团,2021/1/14 15:15,12,53200,23600,29600,57,23,34,933.33
114,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.41,80200,54100,26100,88,54,34,911.36
115,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.77,206305,56535,149770,279,83,196,739.44
116,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.82,42300,9300,33000,35,10,25,1208.57
117,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.18,114300,82500,31800,132,89,43,865.91
118,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.59,183363,89842,93521,196,114,82,935.53
119,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.95,171035,123379,47656,200,151,49,855.18
120,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.36,184700,134100,50600,125,64,61,1477.6
121,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.72,89200,28435,60765,114,30,84,782.46
122,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.77,42400,7200,35200,50,9,41,848
123,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.13,25968,25168,800,50,47,3,519.36
124,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.54,200993,124993,76000,216,128,88,930.52
125,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.9,14400,14400,0,14,14,0,1028.57
126,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.31,9800,6500,3300,14,11,3,700
127,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.72,81488,35800,45688,81,46,35,1006.02
128,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.08,222800,130100,92700,232,151,81,960.34
129,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.49,171262,111662,59600,141,97,44,1214.62
130,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.85,16300,14700,1600,17,15,2,958.82
131,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.26,65300,65300,0,53,53,0,1232.08
132,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.67,102900,43700,59200,125,50,75,823.2
133,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.03,31500,10700,20800,27,15,12,1166.67
134,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.44,24100,11500,12600,17,9,8,1417.65
135,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.8,93500,72500,21000,101,78,23,925.74
136,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.85,7500,7500,0,6,6,0,1250
137,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.21,42600,37800,4800,50,40,10,852
138,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.62,257100,134420,122680,300,165,135,857
139,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.98,27300,27300,0,13,13,0,2100
140,601686.SH,XSHG,友发集团,2021/1/14 15:15,12.39,74300,42300,32000,101,60,41,735.64
141,601686.SH,XSHG,友发集团,2021/1/14 15:15,11.75,146500,79200,67300,151,73,78,970.2
142,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.8,39900,39900,0,40,40,0,997.5
143,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.48,46700,33500,13200,44,35,9,1061.36
144,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.57,240900,87500,153400,238,80,158,1012.18
145,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.66,162770,44140,118630,188,56,132,865.8
146,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.34,14200,1200,13000,19,3,16,747.37
147,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.75,47300,45000,2300,68,63,5,695.59
148,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.43,90400,24900,65500,92,27,65,982.61
149,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.52,92674,56474,36200,53,44,9,1748.57
150,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.61,447635,214435,233200,471,212,259,950.39
151,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.7,234026,130935,103091,193,114,79,1212.57
152,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.38,148000,42500,105500,166,57,109,891.57
153,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.79,66800,38600,28200,62,29,33,1077.42
154,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.47,37000,26600,10400,79,47,32,468.35
155,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.56,277300,104500,172800,298,114,184,930.54
156,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.65,285970,177320,108650,309,193,116,925.47
157,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.33,14700,0,14700,16,0,16,918.75
158,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.74,52300,35500,16800,53,38,15,986.79
159,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.42,46100,5800,40300,73,15,58,631.51
160,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.51,38500,13900,24600,45,14,31,855.56
161,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.6,759121,333935,425186,691,343,348,1098.58
162,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.37,91068,41400,49668,95,35,60,958.61
163,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.69,217200,152270,64930,273,211,62,795.6
164,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.78,90400,42600,47800,67,39,28,1349.25
165,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.46,38200,21200,17000,39,20,19,979.49
166,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.55,337100,148100,189000,375,133,242,898.93
167,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.64,319400,149160,170240,344,168,176,928.49
168,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.32,21700,0,21700,12,0,12,1808.33
169,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.73,96700,63100,33600,98,55,43,986.73
170,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.41,70300,31400,38900,85,36,49,827.06
171,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.5,26800,20800,6000,35,26,9,765.71
172,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.59,388600,160085,228515,423,165,258,918.68
173,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.68,385704,225897,159807,439,240,199,878.6
174,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.36,84200,32700,51500,107,27,80,786.92
175,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.77,76900,32700,44200,76,32,44,1011.84
176,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.45,65074,28700,36374,82,42,40,793.59
177,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.54,225200,74900,150300,226,97,129,996.46
178,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.63,279600,128500,151100,355,171,184,787.61
179,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.31,60900,13500,47400,36,9,27,1691.67
180,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.72,96200,54800,41400,117,72,45,822.22
181,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.4,265400,154368,111032,266,133,133,997.74
182,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.49,48200,27100,21100,56,32,24,860.71
183,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.58,347365,107805,239560,295,115,180,1177.51
184,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.67,243600,99500,144100,293,117,176,831.4
185,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.35,87200,35800,51400,80,51,29,1090
186,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.76,31800,10900,20900,40,14,26,795
187,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.44,42700,11400,31300,79,20,59,540.51
188,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.53,54700,15600,39100,65,13,52,841.54
189,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.62,328800,180260,148540,424,244,180,775.47
190,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.3,30500,0,30500,16,0,16,1906.25
191,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.71,69900,21835,48065,85,22,63,822.35
192,601686.SH,XSHG,友发集团,2021/1/15 15:15,12.39,208900,111200,97700,226,106,120,924.34
193,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.56,286400,174900,111500,292,167,125,980.82
194,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.48,83800,26400,57400,83,16,67,1009.64
195,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.64,141300,99000,42300,178,125,53,793.82
196,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.57,156375,117475,38900,110,76,34,1421.59
197,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.49,120200,34400,85800,108,24,84,1112.96
198,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.65,36500,36500,0,39,39,0,935.9
199,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.5,331300,87500,243800,317,69,248,1045.11
200,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.58,113100,54100,59000,131,72,59,863.36
201,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.51,383265,110395,272870,387,101,286,990.35
202,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.59,150900,38509,112391,130,39,91,1160.77
203,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.52,799295,363710,435585,636,209,427,1256.75
204,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.6,225900,67609,158291,249,94,155,907.23
205,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.53,560642,227190,333452,658,260,398,852.04
206,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.61,139400,97800,41600,108,60,48,1290.74
207,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.45,12400,7500,4900,4,1,3,3100
208,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.54,452535,174744,277791,533,202,331,849.03
209,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.62,137835,51370,86465,106,49,57,1300.33
210,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.46,48400,11800,36600,57,9,48,849.12
211,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.55,582825,244925,337900,526,228,298,1108.03
212,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.47,95100,25600,69500,60,19,41,1585
213,601686.SH,XSHG,友发集团,2021/1/18 15:15,12.63,150165,58774,91391,133,59,74,1129.06
214,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.8,94400,84300,10100,123,104,19,767.48
215,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.64,66600,22300,44300,87,23,64,765.52
216,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.48,144400,78948,65452,155,88,67,931.61
217,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.73,161800,85300,76500,187,101,86,865.24
218,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.57,116417,77987,38430,206,118,88,565.13
219,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.66,190859,73659,117200,200,74,126,954.3
220,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.82,38100,15200,22900,41,19,22,929.27
221,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.5,198800,57900,140900,116,41,75,1713.79
222,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.75,229300,150200,79100,235,173,62,975.74
223,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.59,46800,26800,20000,71,42,29,659.15
224,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.68,230700,145559,85141,269,129,140,857.62
225,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.84,64700,64700,0,55,55,0,1176.36
226,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.52,118035,43970,74065,140,48,92,843.11
227,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.77,95900,49600,46300,111,55,56,863.96
228,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.61,37800,13700,24100,41,11,30,921.95
229,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.45,41500,1700,39800,56,8,48,741.07
230,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.54,369103,148351,220752,408,167,241,904.66
231,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.7,623812,420699,203113,499,333,166,1250.12
232,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.79,137000,106400,30600,133,93,40,1030.08
233,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.63,79900,52600,27300,88,57,31,907.95
234,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.47,122735,30200,92535,155,40,115,791.84
235,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.72,406241,214741,191500,339,212,127,1198.35
236,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.56,281456,149223,132233,303,131,172,928.9
237,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.81,28700,10900,17800,30,18,12,956.67
238,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.65,144617,62151,82466,150,87,63,964.11
239,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.49,52347,24200,28147,90,35,55,581.63
240,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.74,187723,75423,112300,219,114,105,857.18
241,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.58,109500,76300,33200,151,102,49,725.17
242,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.67,263718,162036,101682,267,151,116,987.71
243,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.83,118400,22100,96300,89,30,59,1330.34
244,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.51,87935,31535,56400,101,34,67,870.64
245,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.76,152500,85900,66600,176,96,80,866.48
246,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.6,85548,50000,35548,109,54,55,784.84
247,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.44,16774,0,16774,8,0,8,2096.75
248,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.69,341400,128459,212941,344,142,202,992.44
249,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.53,301357,69249,232108,263,91,172,1145.84
250,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.62,79230,31530,47700,89,30,59,890.22
251,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.78,168900,127700,41200,164,108,56,1029.88
252,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.46,110400,50500,59900,81,26,55,1362.96
253,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.71,276900,105559,171341,336,133,203,824.11
254,601686.SH,XSHG,友发集团,2021/1/19 15:15,12.55,496500,294323,202177,454,269,185,1093.61
255,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.8,622586,351580,271006,630,345,285,988.23
256,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.73,202835,67135,135700,237,97,140,855.84
257,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.89,65400,29900,35500,86,45,41,760.47
258,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.82,305765,170835,134930,338,184,154,904.63
259,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.66,40200,16400,23800,34,15,19,1182.35
260,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.75,439574,158914,280660,410,172,238,1072.13
261,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.91,183300,112900,70400,249,161,88,736.14
262,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.84,238719,123282,115437,264,107,157,904.24
263,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.68,44900,27700,17200,37,18,19,1213.51
264,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.77,593380,393780,199600,538,318,220,1102.94
265,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.93,200,200,0,1,1,0,200
266,601686.SH,XSHG,友发集团,2021/1/20 15:15,12.7,55900,9500,46400,59,10,49,947.46
