,htsc_code,exchange,name,time,trade_price,total_qty,buy_qty,sell_qty,total_num,buy_num,sell_num,volume_per_num
4951,601686.SH,XSHG,友发集团,2021/8/17 15:15,10.22,199300,22705,176595,170,27,143,1172.35
4952,601686.SH,XSHG,友发集团,2021/8/17 15:15,10.38,79200,29500,49700,91,34,57,870.33
4953,601686.SH,XSHG,友发集团,2021/8/17 15:15,10.15,74200,600,73600,85,2,83,872.94
4954,601686.SH,XSHG,友发集团,2021/8/17 15:15,10.31,112300,39600,72700,131,38,93,857.25
4955,601686.SH,XSHG,友发集团,2021/8/17 15:15,10.47,3000,0,3000,4,0,4,750
4956,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.24,175400,111100,64300,219,162,57,800.91
4957,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.32,37600,26700,10900,24,14,10,1566.67
4958,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.16,42000,22600,19400,70,36,34,600
4959,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.25,126500,79400,47100,174,100,74,727.01
4960,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.33,1500,1500,0,4,4,0,375
4961,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.17,49561,6862,42699,82,16,66,604.4
4962,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.26,97000,87900,9100,97,81,16,1000
4963,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.18,186900,73698,113202,233,140,93,802.15
4964,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.27,219000,101600,117400,217,77,140,1009.22
4965,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.19,144299,46699,97600,188,88,100,767.55
4966,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.28,160100,115000,45100,207,146,61,773.43
4967,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.2,133101,48401,84700,165,81,84,806.67
4968,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.29,97300,79800,17500,77,56,21,1263.64
4969,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.21,146600,56900,89700,143,51,92,1025.17
4970,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.3,42600,40800,1800,44,40,4,968.18
4971,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.22,95900,67900,28000,137,111,26,700
4972,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.14,200,200,0,1,1,0,200
4973,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.31,7800,7800,0,7,7,0,1114.29
4974,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.23,122600,30600,92000,158,47,111,775.95
4975,601686.SH,XSHG,友发集团,2021/8/18 15:15,10.15,15100,600,14500,18,1,17,838.89
4976,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.32,46200,29800,16400,23,19,4,2008.7
4977,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.24,135135,78900,56235,253,124,129,534.13
4978,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.25,194609,71309,123300,291,144,147,668.76
4979,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.33,48100,31000,17100,75,47,28,641.33
4980,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.26,208600,123700,84900,349,223,126,597.71
4981,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.34,2300,2300,0,6,6,0,383.33
4982,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.18,100,0,100,1,0,1,100
4983,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.27,139300,94400,44900,180,137,43,773.89
4984,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.19,133400,34400,99000,110,38,72,1212.73
4985,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.28,149500,75431,74069,354,254,100,422.32
4986,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.2,272000,105000,167000,284,154,130,957.75
4987,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.29,154500,70800,83700,199,145,54,776.38
4988,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.21,385300,122700,262600,613,298,315,628.55
4989,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.3,93200,42300,50900,146,90,56,638.36
4990,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.22,216119,176919,39200,421,363,58,513.35
4991,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.31,69000,51200,17800,74,54,20,932.43
4992,601686.SH,XSHG,友发集团,2021/8/19 15:15,10.23,103500,69500,34000,166,102,64,623.49
4993,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.32,47600,38500,9100,65,59,6,732.31
4994,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.24,52300,37600,14700,112,76,36,466.96
4995,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.16,175400,18700,156700,113,49,64,1552.21
4996,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.25,85000,36700,48300,119,81,38,714.29
4997,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.33,600,600,0,4,4,0,150
4998,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.17,105200,47300,57900,211,139,72,498.58
4999,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.26,89135,63400,25735,176,142,34,506.45
5000,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.18,120108,42908,77200,124,45,79,968.61
5001,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.27,91100,55500,35600,127,81,46,717.32
5002,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.19,420400,105516,314884,496,181,315,847.58
5003,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.28,232700,188900,43800,344,242,102,676.45
5004,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.2,357500,129800,227700,513,248,265,696.88
5005,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.29,155900,114800,41100,274,208,66,568.98
5006,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.21,209800,106900,102900,387,254,133,542.12
5007,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.3,296600,230800,65800,463,359,104,640.6
5008,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.22,131500,81100,50400,273,190,83,481.68
5009,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.31,131700,122200,9500,252,216,36,522.62
5010,601686.SH,XSHG,友发集团,2021/8/20 15:15,10.23,73800,30000,43800,174,59,115,424.14
