,htsc_code,name,exchange,stock_code,stock_name,stock_exchange,trading_day,weight,in_date,out_date
230,000300.SH,沪深300,XSHG,601668.SH,中国建筑,XSHG,2024-01-05 00:00:00,0.59,2010-01-04 00:00:00,
231,000300.SH,沪深300,XSHG,601669.SH,中国水电,XSHG,2024-01-05 00:00:00,0.25,2012-07-02 00:00:00,
232,000300.SH,沪深300,XSHG,601688.SH,华泰证券,XSHG,2024-01-05 00:00:00,0.42,2010-07-01 00:00:00,
233,000300.SH,沪深300,XSHG,601689.SH,拓普集团,XSHG,2024-01-05 00:00:00,0.17,2022-12-12 00:00:00,
234,000300.SH,沪深300,XSHG,601698.SH,中国卫通,XSHG,2024-01-05 00:00:00,0.06,2019-12-16 00:00:00,
235,000300.SH,沪深300,XSHG,601699.SH,潞安环能,XSHG,2024-01-05 00:00:00,0.16,2023-06-12 00:00:00,
236,000300.SH,沪深300,XSHG,601728.SH,中国电信,XSHG,2024-01-05 00:00:00,0.49,2021-12-13 00:00:00,
237,000300.SH,沪深300,XSHG,601766.SH,中国南车,XSHG,2024-01-05 00:00:00,0.38,2009-07-01 00:00:00,
238,000300.SH,沪深300,XSHG,601788.SH,光大证券,XSHG,2024-01-05 00:00:00,0.17,2015-06-15 00:00:00,
239,000300.SH,沪深300,XSHG,601799.SH,星宇股份,XSHG,2024-01-05 00:00:00,0.1,2021-06-15 00:00:00,
240,000300.SH,沪深300,XSHG,601800.SH,中国交建,XSHG,2024-01-05 00:00:00,0.16,2013-01-04 00:00:00,
241,000300.SH,沪深300,XSHG,601808.SH,中海油服,XSHG,2024-01-05 00:00:00,0.05,2018-06-11 00:00:00,
242,000300.SH,沪深300,XSHG,601816.SH,京沪高铁,XSHG,2024-01-05 00:00:00,0.69,2020-06-15 00:00:00,
243,000300.SH,沪深300,XSHG,601818.SH,光大银行,XSHG,2024-01-05 00:00:00,0.33,2011-01-04 00:00:00,
244,000300.SH,沪深300,XSHG,601838.SH,成都银行,XSHG,2024-01-05 00:00:00,0.13,2018-06-11 00:00:00,
245,000300.SH,沪深300,XSHG,601857.SH,中国石油,XSHG,2024-01-05 00:00:00,0.5,2007-11-19 00:00:00,
246,000300.SH,沪深300,XSHG,601865.SH,福莱特,XSHG,2024-01-05 00:00:00,0.09,2021-12-13 00:00:00,
247,000300.SH,沪深300,XSHG,601868.SH,中国能建,XSHG,2024-01-05 00:00:00,0.16,2021-12-13 00:00:00,
248,000300.SH,沪深300,XSHG,601872.SH,招商轮船,XSHG,2024-01-05 00:00:00,0.12,2023-06-12 00:00:00,
249,000300.SH,沪深300,XSHG,601877.SH,正泰电器,XSHG,2024-01-05 00:00:00,0.13,2016-12-12 00:00:00,
250,000300.SH,沪深300,XSHG,601878.SH,浙商证券,XSHG,2024-01-05 00:00:00,0.12,2017-12-11 00:00:00,
251,000300.SH,沪深300,XSHG,601881.SH,中国银河,XSHG,2024-01-05 00:00:00,0.15,2017-06-12 00:00:00,
252,000300.SH,沪深300,XSHG,601888.SH,中国国旅,XSHG,2024-01-05 00:00:00,0.45,2010-07-01 00:00:00,
253,000300.SH,沪深300,XSHG,601898.SH,中煤能源,XSHG,2024-01-05 00:00:00,0.11,2021-12-13 00:00:00,
254,000300.SH,沪深300,XSHG,601899.SH,紫金矿业,XSHG,2024-01-05 00:00:00,1.22,2009-01-05 00:00:00,
255,000300.SH,沪深300,XSHG,601901.SH,方正证券,XSHG,2024-01-05 00:00:00,0.19,2012-07-02 00:00:00,
256,000300.SH,沪深300,XSHG,601916.SH,浙商银行,XSHG,2024-01-05 00:00:00,0.23,2023-12-11 00:00:00,
257,000300.SH,沪深300,XSHG,601919.SH,中国远洋,XSHG,2024-01-05 00:00:00,0.38,2015-06-15 00:00:00,
258,000300.SH,沪深300,XSHG,601939.SH,建设银行,XSHG,2024-01-05 00:00:00,0.26,2008-07-01 00:00:00,
259,000300.SH,沪深300,XSHG,601985.SH,中国核电,XSHG,2024-01-05 00:00:00,0.44,2015-12-14 00:00:00,
260,000300.SH,沪深300,XSHG,601988.SH,中国银行,XSHG,2024-01-05 00:00:00,0.52,2006-07-19 00:00:00,
261,000300.SH,沪深300,XSHG,601989.SH,中国重工,XSHG,2024-01-05 00:00:00,0.28,2010-07-01 00:00:00,
262,000300.SH,沪深300,XSHG,601995.SH,中金公司,XSHG,2024-01-05 00:00:00,0.19,2021-06-15 00:00:00,
263,000300.SH,沪深300,XSHG,601998.SH,中信银行,XSHG,2024-01-05 00:00:00,0.1,2007-05-18 00:00:00,
264,000300.SH,沪深300,XSHG,603019.SH,中科曙光,XSHG,2024-01-05 00:00:00,0.26,2019-06-17 00:00:00,
265,000300.SH,沪深300,XSHG,603195.SH,公牛集团,XSHG,2024-01-05 00:00:00,0.07,2020-12-14 00:00:00,
266,000300.SH,沪深300,XSHG,603259.SH,药明康德,XSHG,2024-01-05 00:00:00,0.83,2018-12-17 00:00:00,
267,000300.SH,沪深300,XSHG,603260.SH,合盛硅业,XSHG,2024-01-05 00:00:00,0.1,2021-12-13 00:00:00,
268,000300.SH,沪深300,XSHG,603288.SH,海天味业,XSHG,2024-01-05 00:00:00,0.35,2018-06-11 00:00:00,
269,000300.SH,沪深300,XSHG,603290.SH,斯达半导,XSHG,2024-01-05 00:00:00,0.08,2022-06-13 00:00:00,
270,000300.SH,沪深300,XSHG,603369.SH,今世缘,XSHG,2024-01-05 00:00:00,0.17,2020-06-15 00:00:00,
271,000300.SH,沪深300,XSHG,603392.SH,万泰生物,XSHG,2024-01-05 00:00:00,0.18,2020-12-14 00:00:00,
272,000300.SH,沪深300,XSHG,603486.SH,科沃斯,XSHG,2024-01-05 00:00:00,0.05,2021-12-13 00:00:00,
273,000300.SH,沪深300,XSHG,603501.SH,韦尔股份,XSHG,2024-01-05 00:00:00,0.42,2019-12-16 00:00:00,
274,000300.SH,沪深300,XSHG,603659.SH,璞泰来,XSHG,2024-01-05 00:00:00,0.1,2021-06-15 00:00:00,
275,000300.SH,沪深300,XSHG,603799.SH,华友钴业,XSHG,2024-01-05 00:00:00,0.25,2017-12-11 00:00:00,
276,000300.SH,沪深300,XSHG,603806.SH,福斯特,XSHG,2024-01-05 00:00:00,0.1,2021-06-15 00:00:00,
277,000300.SH,沪深300,XSHG,603833.SH,欧派家居,XSHG,2024-01-05 00:00:00,0.07,2017-12-11 00:00:00,
278,000300.SH,沪深300,XSHG,603899.SH,晨光文具,XSHG,2024-01-05 00:00:00,0.07,2019-12-16 00:00:00,
279,000300.SH,沪深300,XSHG,603986.SH,兆易创新,XSHG,2024-01-05 00:00:00,0.32,2018-12-17 00:00:00,
280,000300.SH,沪深300,XSHG,603993.SH,洛阳钼业,XSHG,2024-01-05 00:00:00,0.22,2013-07-01 00:00:00,
281,000300.SH,沪深300,XSHG,605117.SH,德业股份,XSHG,2024-01-05 00:00:00,0.08,2022-12-12 00:00:00,
282,000300.SH,沪深300,XSHG,605499.SH,东鹏饮料,XSHG,2024-01-05 00:00:00,0.09,2021-12-13 00:00:00,
283,000300.SH,沪深300,XSHG,688008.SH,澜起科技,XSHG,2024-01-05 00:00:00,0.3,2020-12-14 00:00:00,
284,000300.SH,沪深300,XSHG,688012.SH,中微公司,XSHG,2024-01-05 00:00:00,0.37,2020-12-14 00:00:00,
285,000300.SH,沪深300,XSHG,688036.SH,传音控股,XSHG,2024-01-05 00:00:00,0.25,2020-12-14 00:00:00,
286,000300.SH,沪深300,XSHG,688041.SH,海光信息,XSHG,2024-01-05 00:00:00,0.4,2023-12-11 00:00:00,
287,000300.SH,沪深300,XSHG,688065.SH,凯赛生物,XSHG,2024-01-05 00:00:00,0.07,2022-06-13 00:00:00,
288,000300.SH,沪深300,XSHG,688111.SH,金山办公,XSHG,2024-01-05 00:00:00,0.37,2021-06-15 00:00:00,
289,000300.SH,沪深300,XSHG,688126.SH,沪硅产业,XSHG,2024-01-05 00:00:00,0.16,2021-06-15 00:00:00,
290,000300.SH,沪深300,XSHG,688187.SH,时代电气,XSHG,2024-01-05 00:00:00,0.05,2022-12-12 00:00:00,
291,000300.SH,沪深300,XSHG,688223.SH,晶科能源,XSHG,2024-01-05 00:00:00,0.1,2023-06-12 00:00:00,
292,000300.SH,沪深300,XSHG,688256.SH,寒武纪,XSHG,2024-01-05 00:00:00,0.15,2023-12-11 00:00:00,
293,000300.SH,沪深300,XSHG,688271.SH,联影医疗,XSHG,2024-01-05 00:00:00,0.34,2023-12-11 00:00:00,
294,000300.SH,沪深300,XSHG,688303.SH,大全能源,XSHG,2024-01-05 00:00:00,0.11,2022-12-12 00:00:00,
295,000300.SH,沪深300,XSHG,688363.SH,华熙生物,XSHG,2024-01-05 00:00:00,0.07,2021-06-15 00:00:00,
296,000300.SH,沪深300,XSHG,688396.SH,华润微,XSHG,2024-01-05 00:00:00,0.13,2021-06-15 00:00:00,
297,000300.SH,沪深300,XSHG,688561.SH,奇安信,XSHG,2024-01-05 00:00:00,0.06,2021-12-13 00:00:00,
298,000300.SH,沪深300,XSHG,688599.SH,天合光能,XSHG,2024-01-05 00:00:00,0.17,2021-12-13 00:00:00,
299,000300.SH,沪深300,XSHG,688981.SH,中芯国际,XSHG,2024-01-05 00:00:00,0.59,2021-12-13 00:00:00,
